Temperature_A	Temperature_C	Log_Pressure
155.001	155	8.55e-08
154.998	155.001	8.55e-08
155.001	154.999	8.55e-08
154.999	154.998	8.55e-08
154.998	154.999	8.55e-08
154.999	155	8.55e-08
154.999	155	8.55e-08
154.999	154.999	8.55e-08
154.999	155	8.55e-08
154.999	154.998	8.55e-08
154.999	154.998	8.55e-08
154.999	154.998	8.55e-08
154.999	154.997	8.55e-08
155	154.997	8.55e-08
155	154.998	8.55e-08
155	155	8.55e-08
154.999	154.999	8.55e-08
154.998	154.998	8.55e-08
154.997	154.996	8.55e-08
154.997	154.998	8.55e-08
154.997	154.998	8.55e-08
154.998	154.998	8.55e-08
154.997	154.999	8.55e-08
154.997	154.998	8.55e-08
154.998	154.999	8.55e-08
154.998	154.999	8.55e-08
154.998	154.999	8.55e-08
154.999	154.999	8.55e-08
154.999	154.998	8.55e-08
155	155	8.55e-08
155	154.999	8.55e-08
155	155	8.55e-08
155	154.999	8.55e-08
155.002	155	8.55e-08
155	155	8.52999e-08
155	155.002	8.55e-08
155.001	155	8.52999e-08
155	155.001	8.55e-08
154.998	155.001	8.52999e-08
155.002	155.002	8.52999e-08
155	155	8.52999e-08
155	155	8.52999e-08
154.999	155.001	8.52999e-08
155	155.001	8.52999e-08
155.002	155.002	8.52999e-08
155.001	155.001	8.52999e-08
155	155	8.52999e-08
155.003	155	8.52999e-08
155.002	155.002	8.52999e-08
155.003	155.001	8.52999e-08
155	155	8.52999e-08
154.999	155.002	8.52999e-08
155.002	155	8.52999e-08
155	155	8.52999e-08
155.002	155	8.52999e-08
155	155	8.52999e-08
154.998	155.001	8.52999e-08
154.998	155	8.52999e-08
154.996	154.998	8.52999e-08
154.999	154.999	8.52999e-08
154.998	154.999	8.52999e-08
154.997	155	8.52999e-08
154.999	155.002	8.52999e-08
154.998	155	8.52999e-08
155	155.003	8.52999e-08
154.998	155	8.52999e-08
154.997	155.001	8.52999e-08
154.998	155.001	8.52999e-08
154.998	155	8.52999e-08
155.001	155.001	8.52999e-08
154.999	155	8.52999e-08
154.998	155	8.52999e-08
154.998	155.001	8.52999e-08
154.997	155	8.52999e-08
155.001	155.004	8.52999e-08
155	155.001	8.52999e-08
155.003	155.002	8.52999e-08
155.001	155.002	8.52999e-08
155	155.001	8.52999e-08
155.001	155.002	8.52999e-08
155.001	155.001	8.52999e-08
155.002	155.002	8.52999e-08
154.999	155.001	8.52999e-08
155	155.002	8.52999e-08
155.001	155.001	8.52999e-08
155	155.004	8.52999e-08
155.001	155.003	8.52999e-08
155.001	155.002	8.52999e-08
155.001	155	8.52999e-08
155	155.002	8.52999e-08
155.002	155.002	8.52999e-08
155.002	155.002	8.52999e-08
155.004	155	8.52999e-08
155.003	155	8.52999e-08
155.003	155.002	8.52999e-08
155.004	155.002	8.52999e-08
155.003	155	8.52999e-08
155.004	155.002	8.52999e-08
155.004	155.001	8.52999e-08
155.003	155	8.52999e-08
155.002	155.001	8.52999e-08
155.003	155.002	8.52999e-08
155.002	155.002	8.52999e-08
155.001	155.001	8.52999e-08
155.002	155.003	8.52999e-08
155.002	155.002	8.52999e-08
155.003	155.004	8.52999e-08
155.002	155.003	8.52999e-08
155.004	155.001	8.52999e-08
155.006	155.001	8.52999e-08
155.007	155.002	8.52999e-08
155.006	155	8.52999e-08
155.004	155.002	8.52999e-08
155.004	155.002	8.52999e-08
155.006	155.002	8.52999e-08
155.006	155.002	8.52999e-08
155.006	155.004	8.52999e-08
155.004	155.002	8.52999e-08
155.004	155.002	8.52999e-08
155.005	155.003	8.52999e-08
155.004	155	8.51e-08
155.007	155.002	8.51e-08
155.007	155.002	8.51e-08
155.003	155.001	8.51e-08
155.004	155.001	8.51e-08
155.004	155.003	8.51e-08
155.004	155.002	8.51e-08
155.002	155	8.51e-08
155.001	155	8.51e-08
155.001	155.002	8.49e-08
155	155.002	8.49e-08
155	155.002	8.49e-08
155.001	155.002	8.49e-08
155.001	155.002	8.49e-08
154.999	155	8.49e-08
154.998	155.001	8.49e-08
154.998	155	8.49e-08
154.998	155.002	8.49e-08
154.998	155.001	8.49e-08
154.998	155.001	8.49e-08
154.997	155	8.46999e-08
154.997	155.001	8.46999e-08
154.996	155.001	8.46999e-08
154.996	155	8.46999e-08
154.996	154.999	8.46999e-08
154.996	155	8.46999e-08
154.996	155	8.46999e-08
154.997	154.998	8.46999e-08
154.996	155	8.45e-08
154.997	155	8.45e-08
154.996	154.997	8.45e-08
154.998	154.998	8.45e-08
154.996	154.998	8.45e-08
154.996	155	8.45e-08
154.996	154.999	8.45e-08
154.994	154.999	8.45e-08
154.994	154.998	8.45e-08
154.996	154.998	8.45e-08
154.995	154.996	8.45e-08
154.994	154.998	8.45e-08
154.996	154.997	8.45e-08
154.996	154.997	8.45e-08
154.996	154.997	8.45e-08
154.996	154.998	8.45e-08
154.998	155	8.45e-08
154.998	154.998	8.45e-08
154.997	154.999	8.45e-08
154.998	154.998	8.45e-08
154.998	155	8.45e-08
155	154.999	8.45e-08
155	154.999	8.45e-08
154.999	155	8.45e-08
154.999	154.999	8.45e-08
154.998	154.999	8.46999e-08
155	155	8.45e-08
155	154.999	8.45e-08
155	155	8.45e-08
155.001	154.999	8.46999e-08
155.001	154.999	8.46999e-08
155	155	8.46999e-08
155.003	155.001	8.46999e-08
155.002	154.999	8.46999e-08
155.001	155	8.46999e-08
155.001	154.999	8.46999e-08
155.004	155	8.46999e-08
155.002	154.998	8.46999e-08
155.002	155.001	8.46999e-08
155.004	155	8.46999e-08
155.002	155.002	8.46999e-08
155.005	155	8.46999e-08
155.005	155.001	8.46999e-08
155.003	155.001	8.46999e-08
155.001	155	8.46999e-08
155.002	155.001	8.46999e-08
155.002	155.002	8.46999e-08
155	154.999	8.46999e-08
155	155.001	8.46999e-08
154.999	155	8.46999e-08
155.002	154.999	8.46999e-08
155.001	155.002	8.46999e-08
154.999	154.999	8.46999e-08
154.999	154.999	8.46999e-08
154.999	155.001	8.46999e-08
155	155	8.46999e-08
155.002	155.002	8.46999e-08
155.001	155	8.46999e-08
154.999	154.999	8.46999e-08
155	155	8.46999e-08
155	154.999	8.46999e-08
155.001	155	8.46999e-08
155.001	154.998	8.46999e-08
155	155	8.46999e-08
155.002	155	8.46999e-08
155	154.998	8.46999e-08
155.003	155	8.46999e-08
155	154.999	8.46999e-08
155	154.999	8.46999e-08
155.001	154.999	8.46999e-08
155.002	154.998	8.46999e-08
154.999	155	8.46999e-08
154.998	154.999	8.46999e-08
155	154.998	8.46999e-08
155	155	8.46999e-08
154.998	154.999	8.46999e-08
155	155	8.46999e-08
154.998	154.999	8.46999e-08
154.998	154.999	8.46999e-08
154.996	154.999	8.46999e-08
154.998	155	8.46999e-08
155	155.002	8.46999e-08
154.998	155.001	8.46999e-08
155.001	154.998	8.46999e-08
155.002	155	8.46999e-08
155	155	8.46999e-08
155.002	155	8.46999e-08
155	154.998	8.46999e-08
155.001	154.999	8.46999e-08
155.002	155.001	8.46999e-08
155.002	155.001	8.46999e-08
155.001	155	8.46999e-08
155	154.999	8.46999e-08
155.001	155	8.46999e-08
155.001	154.999	8.46999e-08
155.001	154.998	8.46999e-08
155.003	155	8.46999e-08
154.999	154.999	8.46999e-08
155.002	155.001	8.46999e-08
155.002	154.999	8.46999e-08
155.001	155	8.46999e-08
155.005	155.001	8.46999e-08
155.001	154.999	8.46999e-08
155.002	155.001	8.46999e-08
155.002	155.002	8.45e-08
155.004	155.001	8.45e-08
155.003	155.001	8.45e-08
155.003	155.002	8.45e-08
155.004	155.002	8.45e-08
155.005	155.002	8.45e-08
155.004	155.001	8.45e-08
155.005	155.002	8.45e-08
155.004	155.002	8.45e-08
155.005	155.002	8.45e-08
155.005	155.002	8.45e-08
155.005	155.002	8.45e-08
155.006	155.003	8.45e-08
155.005	155.003	8.45e-08
155.004	155.004	8.42999e-08
155.003	155.004	8.42999e-08
155.004	155.005	8.42999e-08
155.007	155.004	8.42999e-08
155.003	155.002	8.42999e-08
155.006	155.003	8.42999e-08
155.004	155.005	8.42999e-08
155.005	155.003	8.42999e-08
155.006	155.004	8.42999e-08
155.003	155.005	8.42999e-08
155.005	155.003	8.42999e-08
155.006	155.005	8.42999e-08
155.004	155.004	8.40999e-08
155.003	155.004	8.40999e-08
155.004	155.002	8.40999e-08
155.003	155.002	8.40999e-08
155.002	155.002	8.40999e-08
155.002	155.001	8.40999e-08
155.004	155.005	8.40999e-08
155.001	155.002	8.40999e-08
155.001	155	8.40999e-08
155.002	155.001	8.40999e-08
155	155.002	8.40999e-08
155	155.002	8.40999e-08
154.999	155.002	8.40999e-08
155.001	155.002	8.40999e-08
155.001	155.003	8.40999e-08
154.999	155.002	8.40999e-08
154.999	155.002	8.42999e-08
154.997	155.002	8.40999e-08
154.998	155.001	8.40999e-08
154.998	155.002	8.40999e-08
154.999	155.003	8.40999e-08
154.997	155.002	8.40999e-08
154.998	155.001	8.40999e-08
154.998	155.001	8.40999e-08
154.998	155.001	8.40999e-08
154.997	155.001	8.40999e-08
154.998	155.001	8.40999e-08
154.998	155.001	8.40999e-08
154.998	155	8.42999e-08
154.996	155	8.40999e-08
154.997	155	8.42999e-08
154.998	155.001	8.40999e-08
154.996	155.001	8.42999e-08
154.998	155.003	8.42999e-08
154.999	155.001	8.42999e-08
154.997	155.003	8.42999e-08
154.998	155.003	8.42999e-08
155	155.002	8.42999e-08
154.999	155.001	8.42999e-08
155	155.001	8.42999e-08
155.001	155.001	8.42999e-08
155.002	155.002	8.42999e-08
155.001	155.002	8.42999e-08
155.003	155.001	8.42999e-08
155.003	155.002	8.42999e-08
155.002	155.001	8.42999e-08
155.004	155.002	8.42999e-08
155.003	155.002	8.42999e-08
155.004	155.001	8.42999e-08
155.004	155	8.42999e-08
155.004	155.002	8.42999e-08
155.006	155.001	8.42999e-08
155.005	155	8.42999e-08
155.006	155	8.42999e-08
155.003	155	8.40999e-08
155.006	155	8.42999e-08
155.004	155.002	8.40999e-08
155.002	154.999	8.42999e-08
155.003	155.001	8.40999e-08
155.003	155	8.40999e-08
155.002	155.001	8.40999e-08
155.003	155	8.40999e-08
155.001	155	8.40999e-08
155.001	155.001	8.40999e-08
155.001	154.999	8.40999e-08
155.001	155	8.40999e-08
155.002	155.001	8.40999e-08
155.002	155	8.40999e-08
155.002	154.999	8.40999e-08
155.002	154.999	8.40999e-08
155	154.999	8.40999e-08
155.001	155	8.40999e-08
155	155	8.40999e-08
155.002	154.998	8.40999e-08
155	154.997	8.40999e-08
155	154.999	8.40999e-08
154.999	155.001	8.38999e-08
154.999	155	8.38999e-08
154.999	154.998	8.38999e-08
155.002	154.998	8.38999e-08
155.002	154.996	8.38999e-08
155	154.999	8.38999e-08
154.999	154.997	8.38999e-08
154.998	154.998	8.38999e-08
154.998	154.998	8.36999e-08
155	154.998	8.36999e-08
155	155	8.36999e-08
155	154.998	8.36999e-08
155	154.998	8.36999e-08
155	154.999	8.36999e-08
154.998	154.999	8.36999e-08
155	155	8.36999e-08
155	154.998	8.36999e-08
154.999	154.999	8.36999e-08
155	155.001	8.36999e-08
154.999	154.999	8.36999e-08
154.998	154.999	8.36999e-08
154.998	155	8.36999e-08
154.998	154.998	8.36999e-08
154.999	154.998	8.36999e-08
154.999	154.999	8.36999e-08
154.999	154.999	8.36999e-08
155	154.999	8.36999e-08
154.998	154.998	8.36999e-08
154.998	155	8.36999e-08
154.999	154.999	8.36999e-08
155	155	8.36999e-08
154.998	154.999	8.36999e-08
154.999	155	8.36999e-08
154.999	154.999	8.36999e-08
155	154.999	8.35e-08
155.001	155	8.36999e-08
154.998	154.999	8.36999e-08
154.999	154.999	8.36999e-08
155	155	8.36999e-08
154.998	155	8.36999e-08
155	155	8.36999e-08
154.999	155	8.36999e-08
155	155	8.36999e-08
155	154.999	8.36999e-08
155.001	155.001	8.36999e-08
155.001	155.002	8.36999e-08
155	155	8.36999e-08
155	155	8.36999e-08
155	155.002	8.36999e-08
155.002	155.002	8.36999e-08
155	155.002	8.36999e-08
155.001	155.002	8.36999e-08
154.998	155.001	8.36999e-08
155.002	155.001	8.36999e-08
154.999	155.002	8.36999e-08
154.999	155.002	8.36999e-08
155	154.998	8.36999e-08
154.999	155.001	8.36999e-08
155	155	8.36999e-08
154.999	155	8.36999e-08
154.999	155.001	8.36999e-08
154.998	155	8.36999e-08
154.998	154.999	8.36999e-08
154.997	155	8.36999e-08
154.998	155.002	8.36999e-08
154.998	155.001	8.36999e-08
154.997	155	8.36999e-08
154.997	155	8.36999e-08
154.997	154.999	8.36999e-08
154.998	155	8.36999e-08
154.998	155	8.36999e-08
154.998	155	8.36999e-08
154.996	155	8.36999e-08
154.997	154.998	8.36999e-08
154.998	154.998	8.36999e-08
154.998	155.001	8.36999e-08
154.998	155	8.36999e-08
154.998	155	8.36999e-08
154.998	154.998	8.36999e-08
154.996	154.999	8.36999e-08
154.997	155	8.36999e-08
154.998	155	8.36999e-08
154.998	154.998	8.36999e-08
155	154.999	8.36999e-08
154.998	154.999	8.36999e-08
155.001	155.002	8.36999e-08
155	154.999	8.36999e-08
155.001	155	8.35e-08
154.999	154.999	8.35e-08
155	154.998	8.35e-08
154.999	154.999	8.35e-08
154.999	154.997	8.35e-08
155	154.998	8.35e-08
155.001	155	8.35e-08
155	154.999	8.35e-08
154.999	155	8.35e-08
155	154.998	8.35e-08
155.002	154.999	8.35e-08
155.001	154.999	8.32999e-08
155	154.998	8.32999e-08
155.001	154.999	8.32999e-08
155	154.998	8.32999e-08
154.999	154.998	8.32999e-08
155	154.998	8.32999e-08
155	154.998	8.32999e-08
154.998	154.998	8.32999e-08
154.999	154.998	8.32999e-08
155	154.999	8.32999e-08
154.998	154.999	8.31999e-08
155	155.001	8.31999e-08
155.001	154.998	8.31999e-08
154.999	154.999	8.31999e-08
154.998	154.998	8.31999e-08
154.999	155	8.31999e-08
154.999	155	8.31999e-08
154.998	154.998	8.31999e-08
154.996	155	8.31999e-08
154.998	154.999	8.31999e-08
154.998	155	8.31999e-08
155	154.998	8.31999e-08
154.996	155.001	8.31999e-08
154.996	154.997	8.31999e-08
154.997	154.998	8.31999e-08
154.998	154.998	8.31999e-08
154.995	154.999	8.31999e-08
154.997	155	8.31999e-08
154.996	154.999	8.31999e-08
154.998	155	8.31999e-08
154.998	154.999	8.31999e-08
154.997	155.001	8.31999e-08
155	155.001	8.31999e-08
154.997	155.001	8.31999e-08
154.998	155.001	8.31999e-08
154.999	155	8.31999e-08
154.998	155.001	8.31999e-08
155	155.001	8.31999e-08
154.999	154.998	8.31999e-08
155.002	155	8.31999e-08
155.004	155	8.31999e-08
155.002	155	8.31999e-08
155.002	155.001	8.31999e-08
155.002	154.998	8.31999e-08
155.002	155	8.31999e-08
155.005	155.001	8.31999e-08
155.002	155	8.31999e-08
155.004	155.001	8.31999e-08
155.004	155	8.31999e-08
155.002	155.002	8.31999e-08
155.002	154.999	8.31999e-08
155.001	154.999	8.31999e-08
155.002	155	8.31999e-08
155.002	154.999	8.31999e-08
155.001	155.002	8.31999e-08
155.002	155.001	8.31999e-08
155.003	154.998	8.31999e-08
155.003	155.002	8.31999e-08
155.004	155	8.31999e-08
155.002	155	8.31999e-08
155.002	155	8.31999e-08
155.002	154.999	8.31999e-08
155.002	155	8.31999e-08
155.003	155	8.31999e-08
155.003	155.001	8.31999e-08
155.004	155	8.31999e-08
155.002	154.999	8.32999e-08
155.004	155	8.32999e-08
155.002	155	8.32999e-08
155.002	155.001	8.32999e-08
155.005	155	8.32999e-08
155.004	155	8.32999e-08
155.001	155	8.32999e-08
155.003	155	8.32999e-08
155.003	155.001	8.32999e-08
155.004	155.001	8.32999e-08
155.004	155	8.32999e-08
155.004	155.001	8.32999e-08
155.003	155	8.32999e-08
155.005	155.004	8.31999e-08
155.003	155.002	8.31999e-08
155.005	155.002	8.31999e-08
155.003	155.003	8.31999e-08
155.006	155.002	8.31999e-08
155.003	155.002	8.31999e-08
155.003	155.001	8.31999e-08
155.003	155.002	8.31999e-08
155.004	155.002	8.31999e-08
155.004	155.001	8.31999e-08
155.002	155.001	8.31999e-08
155.002	155	8.31999e-08
155.006	155.002	8.31999e-08
155.002	155	8.31999e-08
155.005	155	8.31999e-08
155.004	155.002	8.28999e-08
155.002	155.002	8.28999e-08
155.002	155.002	8.31999e-08
154.999	155.001	8.28999e-08
154.998	154.999	8.28999e-08
154.998	155	8.28999e-08
155.001	154.999	8.28999e-08
154.998	155	8.28999e-08
154.999	155	8.28999e-08
154.998	155	8.27999e-08
154.998	155	8.27999e-08
154.998	155	8.27999e-08
154.998	155	8.27999e-08
154.997	155	8.27999e-08
154.996	155	8.27999e-08
154.997	155.001	8.27999e-08
154.997	155.002	8.27999e-08
154.997	155	8.27999e-08
154.997	155	8.27999e-08
154.998	154.999	8.27999e-08
154.998	155.001	8.27999e-08
154.999	155	8.27999e-08
155	155.001	8.27999e-08
155.001	155.002	8.27999e-08
155	155.001	8.26e-08
154.999	155.002	8.27999e-08
154.999	155.001	8.26e-08
154.999	155	8.26e-08
155	155.002	8.26e-08
155.001	155.002	8.26e-08
155.001	155.001	8.26e-08
155	155.002	8.26e-08
155	155	8.26e-08
154.997	155.002	8.26e-08
155	155.002	8.26e-08
154.998	155.002	8.26e-08
155	155.003	8.26e-08
155	155.001	8.27999e-08
154.999	155.002	8.26e-08
155.001	155.001	8.26e-08
154.999	155.002	8.26e-08
154.998	155	8.26e-08
155	155	8.26e-08
154.999	155	8.26e-08
154.998	155	8.26e-08
155	155.002	8.26e-08
155.001	155	8.26e-08
155	154.999	8.26e-08
155	155	8.26e-08
155	155	8.26e-08
155	155	8.26e-08
155.001	155	8.26e-08
155.001	155	8.26e-08
154.998	154.999	8.26e-08
155	154.999	8.26e-08
154.999	155	8.26e-08
155	155.001	8.26e-08
154.999	154.999	8.26e-08
154.999	154.999	8.26e-08
155	155	8.26e-08
155	154.999	8.26e-08
154.999	155	8.26e-08
155	155	8.26e-08
154.998	154.999	8.26e-08
155	155	8.26e-08
155	155	8.26e-08
154.998	155	8.26e-08
154.997	155	8.26e-08
154.997	155	8.26e-08
154.998	155	8.26e-08
154.997	155	8.26e-08
154.998	155.001	8.26e-08
154.997	155	8.26e-08
154.997	155.001	8.26e-08
154.999	155	8.26e-08
154.999	155	8.26e-08
154.999	155	8.26e-08
155.001	155	8.26e-08
154.998	155	8.26e-08
155	154.999	8.26e-08
155	154.999	8.26e-08
155.001	155.002	8.26e-08
155	155	8.26e-08
154.999	155	8.26e-08
155	155.001	8.26e-08
155.001	155.001	8.26e-08
155.002	155.001	8.26e-08
155.002	155	8.26e-08
155.003	155	8.26e-08
155.003	155	8.26e-08
155.002	155.001	8.23999e-08
155.003	155.003	8.23999e-08
155.002	155	8.23999e-08
155.002	155	8.23999e-08
155.002	155.001	8.23999e-08
155	155.002	8.23999e-08
155.002	155	8.23999e-08
155.003	155.001	8.23999e-08
155.001	155	8.23999e-08
155.004	155.001	8.23999e-08
155	155	8.23999e-08
155	155.002	8.23999e-08
155.002	155.002	8.23999e-08
155.002	155.002	8.23999e-08
155.003	155.002	8.23999e-08
155.002	155.001	8.23999e-08
155.001	155.002	8.23999e-08
155.002	155.002	8.23999e-08
155.003	155.002	8.23999e-08
155.002	155.002	8.23999e-08
155	155.002	8.23999e-08
155.002	155.002	8.23999e-08
155.002	155.001	8.23999e-08
155.003	155.001	8.23999e-08
154.999	155.001	8.23999e-08
155.002	155.002	8.23999e-08
155	155	8.23999e-08
155.001	155	8.23999e-08
155.001	155.003	8.23999e-08
155.001	155.001	8.23999e-08
154.999	155.001	8.23999e-08
155	155.001	8.23999e-08
155.001	155	8.23999e-08
155	155.002	8.23999e-08
155	155.001	8.23999e-08
155	155.001	8.23999e-08
155	155.002	8.23999e-08
155	155.001	8.23999e-08
154.998	155.002	8.23999e-08
155.001	155	8.23999e-08
154.999	155.002	8.23999e-08
155	155.004	8.23999e-08
155.001	155.001	8.23999e-08
155.002	155.001	8.23999e-08
155	155.001	8.23999e-08
155.001	155.001	8.23999e-08
155.002	155.001	8.23999e-08
154.999	155	8.23999e-08
155.003	155.002	8.23999e-08
155	155.002	8.23999e-08
155.001	155.001	8.21999e-08
155.002	155.003	8.23999e-08
155	155	8.23999e-08
155.001	155.001	8.21999e-08
155	155.001	8.21999e-08
155	154.998	8.21999e-08
155.001	155.002	8.21999e-08
155.002	155.001	8.21999e-08
155.002	155	8.21999e-08
155.002	154.999	8.21999e-08
155	154.998	8.21999e-08
155.003	155.001	8.21999e-08
155.001	155	8.21999e-08
155.002	155.002	8.21999e-08
155	154.999	8.21999e-08
155.003	154.999	8.21999e-08
155.003	155	8.21999e-08
155.002	154.999	8.21999e-08
155.002	155	8.21999e-08
155.003	155.001	8.21999e-08
155.004	155	8.21999e-08
155.005	155.001	8.19999e-08
155.005	155.002	8.19999e-08
155.004	155.001	8.19999e-08
155.003	155.001	8.19999e-08
155.004	154.999	8.19999e-08
155.002	155	8.19999e-08
155.002	154.998	8.19999e-08
155.003	155	8.19999e-08
155.002	155	8.19999e-08
155.003	154.999	8.19999e-08
155.002	155	8.19999e-08
154.999	155	8.19999e-08
155.001	154.998	8.19999e-08
154.999	154.999	8.19999e-08
154.996	154.998	8.19999e-08
154.998	154.999	8.19999e-08
154.997	155	8.19999e-08
154.997	155	8.19999e-08
154.996	155	8.19999e-08
154.998	154.999	8.19999e-08
154.997	155	8.19999e-08
154.995	155	8.19999e-08
154.996	154.999	8.19999e-08
154.996	154.999	8.19999e-08
154.996	154.999	8.19999e-08
154.995	155	8.19999e-08
154.994	154.998	8.19999e-08
154.994	155	8.19999e-08
154.994	154.999	8.19999e-08
154.993	155	8.19999e-08
154.994	154.996	8.19999e-08
154.994	154.997	8.19999e-08
154.994	154.999	8.19999e-08
154.993	154.998	8.19999e-08
154.994	155	8.19999e-08
154.993	155	8.19999e-08
154.993	154.998	8.19999e-08
154.994	154.999	8.19999e-08
154.994	154.999	8.19999e-08
154.996	155	8.19999e-08
154.995	154.998	8.19999e-08
154.996	155	8.19999e-08
154.996	155.001	8.19999e-08
154.995	154.999	8.19999e-08
154.997	154.999	8.19999e-08
154.995	154.999	8.19999e-08
154.996	155.001	8.19999e-08
154.996	154.999	8.19999e-08
154.998	154.999	8.19999e-08
154.995	155	8.19999e-08
154.994	154.998	8.19999e-08
154.995	154.998	8.19999e-08
154.994	155	8.19999e-08
154.998	154.998	8.19999e-08
154.998	154.999	8.19999e-08
154.998	155	8.19999e-08
154.997	154.998	8.19999e-08
154.998	155	8.19999e-08
154.999	155.002	8.19999e-08
155	155	8.19999e-08
154.999	155	8.19999e-08
155.002	155.001	8.19999e-08
154.999	155.001	8.19999e-08
155	155	8.19999e-08
155.001	155	8.19999e-08
155.001	155.001	8.19999e-08
155.001	155	8.19999e-08
155.002	154.999	8.19999e-08
155.001	155.001	8.19999e-08
155.001	154.999	8.19999e-08
155	154.999	8.19999e-08
155.002	155	8.19999e-08
155.004	155	8.19999e-08
155.003	155	8.19999e-08
155.005	154.998	8.19999e-08
155.004	155.001	8.17999e-08
155.004	154.999	8.17999e-08
155.007	154.999	8.17999e-08
155.005	155	8.17999e-08
155.006	155.001	8.17999e-08
155.005	155	8.17999e-08
155.005	154.999	8.15999e-08
155.004	154.999	8.15999e-08
155.004	154.998	8.15999e-08
155.004	155	8.15999e-08
155.004	155	8.15999e-08
155.002	155	8.15999e-08
155.003	155.001	8.15999e-08
155.002	154.998	8.15999e-08
155.001	154.999	8.15999e-08
155.002	155	8.15999e-08
155.004	154.997	8.15999e-08
155.002	154.999	8.15999e-08
155.002	154.999	8.15999e-08
155.001	154.998	8.15999e-08
155	154.998	8.15999e-08
154.999	155	8.13999e-08
155	154.999	8.15999e-08
155.001	154.999	8.15999e-08
155	155	8.13999e-08
155	154.999	8.13999e-08
155	154.998	8.13999e-08
155	155	8.13999e-08
155	155.001	8.13999e-08
155.001	155	8.13999e-08
154.999	155	8.13999e-08
155.002	154.998	8.13999e-08
154.998	154.999	8.13999e-08
154.999	154.999	8.13999e-08
154.998	154.999	8.13999e-08
154.998	154.998	8.13999e-08
154.996	154.998	8.13999e-08
154.998	155	8.13999e-08
154.998	154.998	8.15999e-08
154.998	154.998	8.13999e-08
155.001	154.998	8.13999e-08
155	154.997	8.15999e-08
154.998	154.999	8.13999e-08
155.002	154.997	8.15999e-08
155	154.999	8.15999e-08
155	154.999	8.15999e-08
155.001	154.997	8.15999e-08
155.001	154.998	8.15999e-08
155.001	154.998	8.15999e-08
155	154.998	8.15999e-08
155.001	154.998	8.15999e-08
154.999	154.997	8.15999e-08
154.999	155	8.15999e-08
155.001	154.999	8.15999e-08
154.998	154.999	8.15999e-08
154.999	154.999	8.15999e-08
155	154.998	8.15999e-08
154.999	154.998	8.15999e-08
154.999	154.998	8.15999e-08
155	154.998	8.15999e-08
155.001	155	8.15999e-08
155	154.999	8.15999e-08
155.001	154.999	8.15999e-08
154.999	155	8.15999e-08
155.001	154.999	8.15999e-08
155.001	155	8.15999e-08
155.001	155	8.15999e-08
155.002	154.999	8.15999e-08
155.003	155	8.15999e-08
155.003	154.999	8.15999e-08
155.001	155	8.15999e-08
155.002	154.999	8.15999e-08
155.003	155	8.15999e-08
155.002	155	8.15999e-08
155.003	154.998	8.15999e-08
155.005	154.999	8.15999e-08
155.003	154.999	8.15999e-08
155.004	155	8.15999e-08
155.006	155	8.15999e-08
155.005	155	8.15999e-08
155.004	155	8.15999e-08
155.005	155	8.15999e-08
155.006	155.001	8.15999e-08
155.004	155.002	8.15999e-08
155.003	155.001	8.15999e-08
155.005	155.002	8.15999e-08
155.002	155	8.13999e-08
155.002	155.001	8.13999e-08
155.004	155.001	8.13999e-08
155.002	155	8.13999e-08
155	155.002	8.13999e-08
155.001	155	8.13999e-08
155.002	155.002	8.13999e-08
154.999	155	8.13999e-08
154.999	154.999	8.13999e-08
155	154.998	8.13e-08
154.999	154.999	8.13e-08
154.997	154.999	8.13e-08
154.999	154.998	8.13e-08
154.999	154.999	8.13e-08
154.999	155	8.13e-08
154.999	154.998	8.13e-08
154.998	155.001	8.13e-08
154.997	155	8.13e-08
154.996	155	8.13e-08
154.998	154.999	8.13e-08
154.995	154.999	8.13e-08
154.996	154.999	8.10999e-08
154.996	154.998	8.10999e-08
154.996	154.999	8.10999e-08
154.996	155	8.10999e-08
154.996	154.999	8.10999e-08
154.997	155	8.10999e-08
154.996	154.999	8.10999e-08
154.996	154.998	8.10999e-08
154.996	155.001	8.10999e-08
154.994	154.998	8.10999e-08
154.996	154.999	8.10999e-08
154.997	155	8.10999e-08
154.996	155.002	8.10999e-08
154.997	155	8.10999e-08
154.995	154.999	8.10999e-08
154.994	155.001	8.10999e-08
154.995	155	8.10999e-08
154.997	155	8.10999e-08
154.996	155	8.10999e-08
154.996	155	8.10999e-08
154.997	155	8.10999e-08
154.998	154.999	8.10999e-08
154.999	154.999	8.10999e-08
154.998	154.999	8.10999e-08
154.998	154.999	8.10999e-08
154.997	154.998	8.10999e-08
154.998	154.999	8.10999e-08
154.998	154.998	8.10999e-08
155	155	8.10999e-08
154.999	154.999	8.10999e-08
155	154.999	8.10999e-08
155	154.998	8.10999e-08
155	154.999	8.13e-08
154.999	154.999	8.10999e-08
154.999	154.998	8.10999e-08
155	155	8.13e-08
155.002	154.999	8.13e-08
155	155.002	8.13e-08
155.002	155.001	8.13e-08
155.002	155.001	8.13e-08
155.003	154.999	8.13e-08
155.001	154.999	8.13e-08
155.002	154.999	8.13e-08
155	155	8.13e-08
155.003	154.998	8.13e-08
155.002	154.999	8.13e-08
155.001	155	8.13e-08
155.002	155	8.13e-08
155.004	155.001	8.13e-08
155.001	154.999	8.13e-08
155.002	155	8.13e-08
155.001	154.999	8.13e-08
155.002	155.001	8.13e-08
155.001	155.001	8.13e-08
