Temperature_A	Temperature_C	Log_Pressure
154.999	155	8.13e-08
155	155.001	8.13e-08
155	155.001	8.13e-08
154.998	155	8.13e-08
154.999	154.999	8.13e-08
154.998	155	8.13e-08
155	155	8.13e-08
154.999	155	8.13e-08
154.998	155.001	8.13e-08
155	155.001	8.13e-08
154.996	154.998	8.13e-08
154.996	155	8.13e-08
154.998	155	8.13e-08
154.996	155	8.13e-08
154.996	155.001	8.13e-08
154.998	155	8.13e-08
154.995	155	8.13e-08
154.997	155	8.13e-08
154.998	155.002	8.13999e-08
154.998	155.003	8.13e-08
154.998	155	8.13e-08
155	155.002	8.13e-08
155	155	8.13e-08
155.001	155.002	8.13e-08
154.999	155.001	8.13e-08
155.002	155	8.13e-08
155	155	8.13e-08
155	155.001	8.13e-08
155	155.001	8.13e-08
155.002	155.002	8.13e-08
154.999	154.999	8.13e-08
155.002	155.001	8.13e-08
155.001	155.002	8.13e-08
155.002	155	8.13e-08
155.004	155.002	8.10999e-08
155.004	155.001	8.10999e-08
155.003	155.002	8.10999e-08
155.002	155.001	8.10999e-08
155.005	155.003	8.10999e-08
155.004	155.004	8.10999e-08
155.003	155.002	8.10999e-08
155.003	155.002	8.10999e-08
155.002	155.002	8.10999e-08
155.003	155.002	8.10999e-08
155.004	155.003	8.10999e-08
155.001	155.001	8.10999e-08
155.003	155.001	8.10999e-08
155.002	155.003	8.09e-08
155.001	155.002	8.09e-08
155.004	155.002	8.09e-08
155.002	155.002	8.09e-08
155.003	155.003	8.09e-08
155.002	155.002	8.09e-08
155.003	155.003	8.09e-08
155.004	155.004	8.09e-08
155.005	155.002	8.09e-08
155.004	155.005	8.09e-08
155.002	155.002	8.09e-08
155.003	155.002	8.09e-08
155.003	155.002	8.09e-08
155.003	155.002	8.09e-08
155.003	155.004	8.09e-08
155.003	155.003	8.09e-08
155.002	155.002	8.09e-08
155.003	155.002	8.09e-08
155.003	155.003	8.09e-08
155.002	155.003	8.09e-08
155.002	155.002	8.09e-08
155.002	155.003	8.09e-08
155.002	155.002	8.09e-08
155.001	155.002	8.09e-08
155	155	8.09e-08
155	155.001	8.09e-08
155	155.002	8.09e-08
154.998	155.001	8.09e-08
154.998	155	8.09e-08
155	155.002	8.09e-08
155	155.002	8.09e-08
154.998	155.001	8.09e-08
154.996	155	8.09e-08
154.998	155	8.09e-08
154.998	155	8.09e-08
154.998	155	8.09e-08
154.999	155	8.09e-08
154.998	155	8.09e-08
154.994	155	8.09e-08
154.994	154.999	8.09e-08
154.998	154.998	8.09e-08
154.995	155	8.09e-08
154.994	155	8.09e-08
154.996	155.001	8.09e-08
154.994	155	8.09e-08
154.995	154.999	8.09e-08
154.996	154.999	8.09e-08
154.995	154.999	8.09e-08
154.998	155	8.09e-08
154.998	155.002	8.09e-08
154.998	155	8.09e-08
154.999	154.999	8.09e-08
154.999	155	8.09e-08
154.999	154.999	8.09e-08
155.001	155	8.09e-08
155.002	154.998	8.09e-08
155.002	155.001	8.09e-08
155.002	155.001	8.09e-08
155.002	155	8.09e-08
155.003	155.001	8.06999e-08
155.004	155.001	8.06999e-08
155.004	155	8.06999e-08
155.005	155.002	8.06999e-08
155.003	155	8.06999e-08
155.006	155.001	8.06999e-08
155.004	155.001	8.06999e-08
155.003	155	8.06999e-08
155.003	155	8.06999e-08
155.004	155.002	8.06999e-08
155.003	155.001	8.06999e-08
155.002	154.999	8.06999e-08
155.004	155.001	8.06999e-08
155.004	155.002	8.06999e-08
155.002	155	8.06999e-08
155.002	155.002	8.06999e-08
155.002	155.002	8.06999e-08
155.002	155.002	8.06999e-08
155.004	155.001	8.06999e-08
155.003	155.001	8.06999e-08
155.002	155.001	8.05e-08
155.002	155	8.06999e-08
155.002	155.001	8.06999e-08
155.002	155.001	8.06999e-08
155.002	155.001	8.06999e-08
155.001	155	8.06999e-08
155.002	155	8.06999e-08
154.999	155.001	8.06999e-08
155.001	155.002	8.06999e-08
155	155.001	8.06999e-08
155	155	8.06999e-08
155.001	155.002	8.06999e-08
155.001	155.003	8.06999e-08
154.998	155	8.06999e-08
154.999	155.002	8.06999e-08
155	155.002	8.06999e-08
154.998	155	8.06999e-08
154.998	155.002	8.06999e-08
154.999	155.003	8.06999e-08
154.996	155	8.06999e-08
154.997	155.001	8.06999e-08
154.997	155.002	8.06999e-08
154.998	155	8.06999e-08
154.996	155.002	8.06999e-08
154.998	155.001	8.06999e-08
154.998	155.002	8.06999e-08
154.996	155.001	8.06999e-08
154.996	154.999	8.06999e-08
154.998	155	8.06999e-08
154.997	155.002	8.06999e-08
154.996	155.001	8.06999e-08
154.997	155	8.06999e-08
154.996	155	8.06999e-08
154.996	155	8.06999e-08
154.996	155.001	8.06999e-08
154.996	155	8.06999e-08
154.994	154.998	8.06999e-08
154.997	155	8.06999e-08
154.997	155	8.06999e-08
154.996	155.001	8.06999e-08
154.995	154.998	8.06999e-08
154.997	155	8.06999e-08
154.996	154.999	8.06999e-08
154.996	155	8.06999e-08
154.998	154.999	8.06999e-08
154.998	154.999	8.05e-08
154.998	155	8.05e-08
154.999	154.998	8.06999e-08
154.997	155	8.06999e-08
155.001	154.998	8.06999e-08
155	155	8.05e-08
154.999	154.999	8.06999e-08
154.997	155	8.06999e-08
154.999	155	8.06999e-08
154.999	155	8.05e-08
155	154.999	8.06999e-08
154.999	154.999	8.06999e-08
154.999	154.998	8.05e-08
155	155	8.05e-08
154.999	155	8.05e-08
154.999	155	8.05e-08
155	155	8.05e-08
155	154.998	8.05e-08
155.001	155	8.05e-08
155.002	154.999	8.05e-08
155	155	8.05e-08
155.002	155.001	8.05e-08
155.002	155	8.05e-08
155.001	155.002	8.05e-08
155.002	155	8.05e-08
155.002	155	8.05e-08
155.002	155.001	8.05e-08
155	154.999	8.05e-08
155.001	155.001	8.05e-08
155	155.001	8.05e-08
155	155	8.05e-08
155.001	155.001	8.03e-08
154.998	154.998	8.05e-08
154.998	155	8.03e-08
154.999	155	8.05e-08
154.998	154.998	8.03e-08
154.998	154.998	8.03e-08
154.997	154.999	8.03e-08
154.999	155.002	8.03e-08
154.998	154.999	8.03e-08
154.995	155.001	8.03e-08
154.996	155	8.03e-08
154.997	155	8.03e-08
154.996	155.001	8.03e-08
154.996	155	8.03e-08
154.996	155	8.03e-08
154.996	154.999	8.03e-08
154.995	155.001	8.03e-08
154.995	155	8.03e-08
154.995	155	8.03e-08
154.995	155	8.03e-08
154.995	154.998	8.03e-08
154.995	154.998	8.03e-08
154.996	154.999	8.03e-08
154.998	154.999	8.03e-08
155	155	8.03e-08
154.998	155.002	8.03e-08
155	155	8.03e-08
155	154.998	8.03e-08
155	155	8.03e-08
155	155	8.03e-08
155	155	8.03e-08
154.998	154.998	8.03e-08
154.998	154.998	8.01e-08
154.999	154.998	8.01e-08
155	155	8.01e-08
154.999	155.001	8.01e-08
155	154.998	8.03e-08
155	154.999	8.01e-08
155	154.998	8.01e-08
155.001	155	8.03e-08
155.001	154.999	8.03e-08
154.999	155	8.03e-08
155.001	155	8.03e-08
155	155.001	8.03e-08
155.001	155.001	8.03e-08
155.003	155.002	8.03e-08
155.002	155	8.03e-08
155.002	155.002	8.03e-08
155.002	155	8.03e-08
155	154.998	8.03e-08
155.002	155.003	8.03e-08
155.002	154.999	8.03e-08
155.001	154.999	8.03e-08
155.002	155	8.03e-08
155.001	154.998	8.03e-08
155.002	155	8.03e-08
155.002	155	8.03e-08
155.003	155.002	8.03e-08
155	155	8.03e-08
155.001	155.001	8.03e-08
155.003	155.002	8.03e-08
155.001	155.002	8.03e-08
155.002	155.001	8.03e-08
155.001	154.999	8.03e-08
154.999	155	8.03e-08
155	155	8.03e-08
154.998	154.999	8.03e-08
154.998	154.999	8.03e-08
154.998	154.999	8.03e-08
154.995	154.999	8.05e-08
154.998	155	8.03e-08
154.996	154.999	8.03e-08
154.994	155	8.05e-08
154.996	154.999	8.05e-08
154.994	155	8.05e-08
154.995	155	8.05e-08
154.995	154.998	8.05e-08
154.995	154.998	8.05e-08
154.995	154.998	8.05e-08
154.995	154.999	8.05e-08
154.996	154.999	8.05e-08
154.995	155	8.05e-08
154.997	154.999	8.05e-08
154.994	154.999	8.05e-08
154.995	155	8.05e-08
154.996	155	8.05e-08
154.996	155	8.05e-08
154.996	155.001	8.05e-08
154.994	155	8.05e-08
154.996	155	8.06999e-08
154.996	155.001	8.06999e-08
154.996	154.999	8.06999e-08
154.997	155.002	8.05e-08
154.998	155	8.06999e-08
154.996	155.002	8.06999e-08
154.996	155	8.06999e-08
154.998	155.001	8.06999e-08
155	155	8.06999e-08
154.999	155.001	8.06999e-08
155.001	155	8.06999e-08
154.999	155.001	8.06999e-08
155	155	8.06999e-08
155.002	155	8.06999e-08
155.001	155.001	8.06999e-08
155.002	155.001	8.06999e-08
155.002	155.002	8.06999e-08
155.002	155	8.09e-08
155.003	155.001	8.06999e-08
155.003	155	8.06999e-08
155.004	155	8.09e-08
155	155.002	8.06999e-08
155.003	155.001	8.09e-08
155.001	155.002	8.09e-08
155.002	155.001	8.09e-08
155.004	155	8.09e-08
155.003	155.001	8.09e-08
155.003	155.002	8.09e-08
155.004	155.001	8.06999e-08
155.004	155	8.06999e-08
155.005	155.002	8.06999e-08
155.004	155.002	8.06999e-08
155.006	155	8.06999e-08
155.003	155.001	8.06999e-08
155.006	155.001	8.06999e-08
155.005	155	8.06999e-08
155.003	155.001	8.06999e-08
155.002	155.002	8.06999e-08
155.002	155	8.06999e-08
155.002	155.001	8.06999e-08
155	155	8.06999e-08
155.002	155.002	8.06999e-08
155.001	155	8.06999e-08
155.002	155	8.06999e-08
155.001	155.002	8.06999e-08
155.003	155	8.05e-08
155	155.001	8.05e-08
155.002	155.002	8.05e-08
155.001	155.002	8.05e-08
155.001	155.002	8.05e-08
155.002	155.002	8.05e-08
155.001	155.003	8.03e-08
155.002	155.002	8.05e-08
155.001	155.003	8.03e-08
155.002	155.002	8.03e-08
155	155.001	8.03e-08
155.002	155.003	8.03e-08
155.003	155.003	8.03e-08
155	155.002	8.03e-08
155	155.003	8.03e-08
154.999	155.002	8.03e-08
155.002	155.003	8.01e-08
155	155.003	8.01e-08
155.001	155.002	8.01e-08
155.001	155.002	8.01e-08
155.002	155.001	8.01e-08
155	155.002	8.01e-08
155.002	155.002	8.01e-08
155.001	155.002	8.01e-08
155.002	155.002	8.01e-08
155.001	155.001	8.01e-08
155.002	155.002	8.01e-08
155.002	155.001	8.01e-08
155.002	155.003	8.01e-08
155.004	155.002	8.01e-08
155.003	155.002	8.01e-08
155.003	155.001	8.01e-08
155.001	155.002	8.01e-08
155.002	155.001	7.99999e-08
155.001	155.003	7.99999e-08
155	155.002	7.99999e-08
155	155.003	7.99999e-08
155.002	155.001	7.99999e-08
154.999	155	7.99999e-08
155	155	7.99999e-08
155	155.001	7.99999e-08
155	155.001	7.99999e-08
154.999	155.002	7.99999e-08
154.999	155	7.99999e-08
155.001	155.002	7.99999e-08
155	155	7.99999e-08
155	154.998	7.99999e-08
155	155	7.99999e-08
155	155	7.99999e-08
155	155.002	7.99999e-08
154.999	154.999	7.99999e-08
154.998	154.999	7.99999e-08
154.997	155	7.99999e-08
154.996	155.001	7.99999e-08
154.999	155	7.99999e-08
154.998	155.001	7.99999e-08
154.998	155	7.99999e-08
154.997	155	7.99999e-08
154.996	155	7.99999e-08
154.996	155	7.99999e-08
154.996	155	7.99999e-08
154.997	155	7.99999e-08
154.996	155.001	7.99999e-08
154.996	155	7.99999e-08
154.997	155	7.98e-08
154.996	154.998	7.98e-08
154.996	155	7.99999e-08
154.996	155	7.99999e-08
154.996	154.998	7.99999e-08
154.996	155.001	7.99999e-08
154.998	154.999	7.99999e-08
154.997	154.998	7.99999e-08
154.996	154.999	7.99999e-08
154.997	155	7.99999e-08
154.999	154.999	7.99999e-08
154.999	154.998	7.99999e-08
154.998	154.999	7.99999e-08
154.998	155	7.99999e-08
155	154.998	7.99999e-08
155	154.998	7.99999e-08
154.998	154.998	7.99999e-08
155	155	7.99999e-08
155	155	7.99999e-08
154.999	154.999	7.99999e-08
155.002	154.998	8.01e-08
154.999	154.998	8.01e-08
155	154.999	7.99999e-08
155.003	155.002	8.01e-08
155.003	155	8.01e-08
155.004	155.003	8.01e-08
155.004	155	8.01e-08
155.003	155.001	8.01e-08
155.005	155.002	8.01e-08
155.008	155.002	8.01e-08
155.006	154.999	8.01e-08
155.005	155.002	8.01e-08
155.005	155	8.01e-08
155.006	155.001	8.01e-08
155.004	155.001	8.01e-08
155.007	155.002	8.01e-08
155.006	155	8.01e-08
155.004	155	8.01e-08
155.006	155	8.01e-08
155.004	155.001	8.01e-08
155.004	155	8.03e-08
155.002	155.001	8.01e-08
155.004	155.001	8.01e-08
155.003	155	8.01e-08
155.004	155.001	8.01e-08
155.004	155.002	8.01e-08
155.004	155.002	8.01e-08
155.005	155	8.01e-08
155.003	155.001	8.01e-08
155.004	155.002	8.01e-08
155.002	155.001	8.01e-08
155.002	155	8.01e-08
155.001	155	8.01e-08
155.003	155.002	8.01e-08
155	155.001	8.01e-08
155.002	155.002	8.01e-08
155.001	155.001	8.01e-08
155	155	8.01e-08
155	155	8.01e-08
154.998	155.002	8.01e-08
155	155.004	8.01e-08
155	155.004	8.01e-08
155	155	8.01e-08
154.998	154.998	8.01e-08
155	155.001	8.01e-08
154.999	155.002	7.99999e-08
154.998	155.001	7.99999e-08
154.999	154.999	7.99999e-08
154.997	154.999	7.99999e-08
154.996	155	7.99999e-08
154.998	155	7.99999e-08
154.998	155	7.99999e-08
154.996	155	7.99999e-08
154.997	154.999	7.99999e-08
154.998	155	7.99999e-08
154.996	154.998	7.99999e-08
154.997	154.999	7.99999e-08
154.996	155	7.99999e-08
154.998	155	7.99999e-08
154.997	155	7.99999e-08
154.998	155.002	7.99999e-08
154.998	154.999	7.99999e-08
154.998	154.998	7.99999e-08
154.998	154.999	7.99999e-08
155	154.999	7.99999e-08
154.998	154.999	7.98e-08
155.001	154.999	7.99999e-08
155	154.998	7.98e-08
154.999	154.999	7.98e-08
154.998	154.998	7.98e-08
154.999	155	7.98e-08
154.999	154.999	7.99999e-08
154.999	154.998	7.99999e-08
155	155	7.99999e-08
154.999	155	7.99999e-08
155	155	7.99999e-08
155	154.999	7.99999e-08
155	155.001	7.99999e-08
155.002	155	7.99999e-08
155.001	155	7.99999e-08
155.001	155.001	7.99999e-08
155.002	155	7.99999e-08
155.002	155.002	7.99999e-08
155.004	155	7.99999e-08
155.004	155	7.99999e-08
155.003	155.001	7.99999e-08
155.006	155	7.99999e-08
155.005	155	7.99999e-08
155.006	155	7.99999e-08
155.006	155	7.99999e-08
155.005	155	7.99999e-08
155.005	155	7.99999e-08
155.007	155.001	7.99999e-08
155.005	155	7.99999e-08
155.004	154.999	7.99999e-08
155.004	155.002	7.99999e-08
155.003	155	7.99999e-08
155.005	154.999	7.99999e-08
155.006	155.001	7.99999e-08
155.004	155	7.99999e-08
155.003	154.999	7.99999e-08
155.004	155	7.99999e-08
155.003	155	7.99999e-08
155.003	155.001	7.99999e-08
155.004	155	8.01e-08
155.002	155	7.99999e-08
155.002	154.998	7.99999e-08
155.004	154.999	8.01e-08
155.001	155	7.99999e-08
155.001	154.998	8.01e-08
155.001	155	8.01e-08
155.001	155	8.01e-08
155	155	8.01e-08
155	155	8.01e-08
155	155	8.01e-08
154.999	155	8.01e-08
155.001	155	8.01e-08
155	154.999	8.01e-08
155	155	8.01e-08
155.001	154.999	8.01e-08
154.998	154.999	8.01e-08
155	154.999	8.01e-08
154.999	154.999	8.01e-08
155	155	8.01e-08
154.999	154.997	8.01e-08
154.999	154.999	8.01e-08
154.999	154.999	8.01e-08
155	154.997	8.01e-08
154.998	155	8.01e-08
155	154.998	8.01e-08
154.999	154.998	8.01e-08
154.999	154.999	8.01e-08
154.996	154.998	7.99999e-08
155	154.998	7.99999e-08
154.999	154.999	7.99999e-08
154.998	155	7.99999e-08
155	155	7.99999e-08
155.001	155.002	7.99999e-08
155.001	155.001	7.98e-08
155.002	154.999	7.98e-08
155.001	155	7.98e-08
155	155.001	7.98e-08
155.002	154.999	7.98e-08
155.002	154.999	7.98e-08
155	155	7.98e-08
155	155	7.98e-08
154.999	154.998	7.98e-08
155	154.998	7.98e-08
155	155	7.98e-08
155	154.997	7.98e-08
155	154.998	7.98e-08
154.998	154.998	7.98e-08
155	154.999	7.98e-08
155.002	154.998	7.98e-08
155.001	154.999	7.98e-08
155	154.998	7.98e-08
155	155.001	7.98e-08
155	154.998	7.98e-08
154.998	154.999	7.98e-08
155	154.999	7.98e-08
155	154.999	7.98e-08
154.999	155	7.98e-08
155.002	155	7.98e-08
155	154.998	7.98e-08
155.001	154.998	7.98e-08
155.001	154.999	7.98e-08
155.002	155	7.98e-08
155.002	155	7.99999e-08
155.003	155	7.99999e-08
155.002	155.001	7.99999e-08
155.002	155.001	7.99999e-08
155.006	155.001	7.99999e-08
155.002	155	7.99999e-08
155.003	155.001	7.99999e-08
155.003	155	7.99999e-08
155.002	155.003	7.99999e-08
155.002	155	7.99999e-08
155.002	155.002	7.99999e-08
155.001	155.001	7.99999e-08
155.001	154.999	7.99999e-08
155.003	155.001	7.99999e-08
155.002	155.001	7.99999e-08
155.003	154.999	7.99999e-08
155	155.002	7.99999e-08
155.002	154.999	7.99999e-08
155	155	7.99999e-08
155	154.998	7.99999e-08
155.002	155	7.99999e-08
155.002	155.001	7.99999e-08
155.001	154.999	7.99999e-08
155	154.999	7.99999e-08
155.001	155	7.99999e-08
155.001	155.001	8.01e-08
154.998	155.003	8.01e-08
155.002	155	8.01e-08
155	155	8.01e-08
155.003	155.001	8.01e-08
155.001	155	8.01e-08
155	155.001	8.01e-08
155	155	8.01e-08
154.999	155.001	8.01e-08
154.999	155	8.01e-08
155	155.002	8.01e-08
155	155.002	8.01e-08
154.998	155	8.01e-08
154.998	155	8.01e-08
155	155.001	8.01e-08
154.997	155.001	8.01e-08
154.998	155.001	8.01e-08
154.996	154.999	8.01e-08
154.997	155.001	8.01e-08
154.997	155.001	8.01e-08
155	155	8.01e-08
154.997	155.001	8.01e-08
155.001	155.002	8.01e-08
154.999	155.001	8.01e-08
155.002	155	8.01e-08
155	155.001	8.01e-08
155.001	155.002	7.99999e-08
154.999	155	7.99999e-08
155	155	8.01e-08
155	155	7.99999e-08
155.001	155.003	7.99999e-08
154.998	155	7.99999e-08
155	155	7.99999e-08
154.999	155	7.99999e-08
154.998	155	7.99999e-08
154.999	155	7.98e-08
154.998	155	7.98e-08
154.997	154.998	7.98e-08
154.998	154.999	7.98e-08
154.998	155	7.98e-08
154.995	154.999	7.98e-08
154.997	154.999	7.98e-08
154.996	154.998	7.98e-08
154.996	154.998	7.98e-08
154.995	154.998	7.98e-08
154.995	154.999	7.98e-08
154.996	154.998	7.96e-08
154.996	155	7.96e-08
154.997	154.998	7.96e-08
154.996	154.999	7.96e-08
154.994	154.997	7.96e-08
154.994	154.998	7.96e-08
154.995	154.998	7.96e-08
154.996	154.998	7.96e-08
154.997	154.998	7.96e-08
154.995	154.998	7.96e-08
154.996	154.998	7.96e-08
154.996	154.997	7.96e-08
154.997	154.997	7.96e-08
154.998	154.998	7.96e-08
154.995	154.999	7.96e-08
154.995	155	7.96e-08
154.996	154.997	7.96e-08
154.998	154.997	7.96e-08
154.997	154.997	7.96e-08
154.997	154.998	7.96e-08
154.997	154.999	7.96e-08
154.996	154.998	7.96e-08
154.997	154.997	7.96e-08
154.995	154.997	7.96e-08
154.997	154.997	7.96e-08
154.997	154.999	7.96e-08
154.996	154.998	7.98e-08
154.996	154.998	7.98e-08
154.996	154.996	7.98e-08
154.997	154.997	7.98e-08
154.996	154.995	7.98e-08
154.996	154.999	7.98e-08
154.996	154.997	7.98e-08
154.999	154.998	7.98e-08
154.998	154.997	7.98e-08
154.998	155	7.98e-08
155	154.997	7.98e-08
154.997	154.997	7.98e-08
154.999	154.999	7.98e-08
154.997	154.998	7.98e-08
154.997	154.996	7.98e-08
154.998	154.997	7.98e-08
154.996	154.996	7.98e-08
154.998	154.997	7.98e-08
154.997	154.996	7.98e-08
154.997	154.998	7.98e-08
154.999	154.999	7.98e-08
154.997	154.997	7.98e-08
154.997	154.998	7.99999e-08
154.999	154.999	7.99999e-08
154.999	155	7.99999e-08
154.997	155	7.99999e-08
154.999	154.999	7.99999e-08
154.999	154.999	7.99999e-08
154.998	154.999	7.99999e-08
154.999	155	7.99999e-08
154.998	155	7.99999e-08
154.998	155	7.99999e-08
155	154.999	7.99999e-08
155	154.999	7.99999e-08
155	155	7.99999e-08
154.998	155.001	7.99999e-08
154.999	155	7.99999e-08
155	155.002	7.99999e-08
155	155	7.99999e-08
155	155	7.99999e-08
155	155.002	7.99999e-08
155	155	7.99999e-08
155	154.999	7.99999e-08
155	155	7.99999e-08
155.002	155.001	7.99999e-08
155.002	155.001	7.99999e-08
155.002	154.999	7.99999e-08
155.001	155	7.99999e-08
155.002	155.001	7.99999e-08
155.003	155	7.99999e-08
155.002	155.002	7.99999e-08
155.001	155.002	7.99999e-08
155.002	155.002	7.99999e-08
155.001	155.001	7.99999e-08
155.003	155.002	7.99999e-08
155.003	155.002	7.99999e-08
155.003	155	7.99999e-08
155.004	155.002	7.99999e-08
155.004	155.001	7.99999e-08
155.005	155.002	7.99999e-08
155.003	155.001	7.99999e-08
155.004	155	7.98e-08
155.003	155.002	7.98e-08
155.006	155.002	7.98e-08
155.005	155	7.98e-08
155.005	155.002	7.98e-08
155.004	155.002	7.98e-08
155.005	155.002	7.98e-08
155.004	155.001	7.98e-08
155.007	155.002	7.98e-08
155.004	155.002	7.96e-08
155.004	154.998	7.96e-08
155.003	155	7.96e-08
155.004	155	7.96e-08
155.005	154.999	7.96e-08
155.002	154.998	7.96e-08
155.004	154.999	7.96e-08
155.003	155	7.96e-08
155.002	155	7.93999e-08
155.002	155	7.93999e-08
155.002	155	7.93999e-08
155	154.998	7.93999e-08
155	155	7.93999e-08
155	154.998	7.93999e-08
155	154.999	7.93999e-08
155	154.999	7.93999e-08
154.999	155	7.93999e-08
155	154.999	7.93999e-08
154.999	154.999	7.93999e-08
154.999	155	7.93999e-08
154.999	155	7.93999e-08
155.001	154.999	7.93999e-08
154.998	155	7.93999e-08
155	155	7.93999e-08
154.996	154.999	7.93999e-08
155	155	7.93999e-08
154.999	155.001	7.93999e-08
154.998	154.999	7.93999e-08
154.999	154.998	7.93999e-08
154.998	155	7.93999e-08
154.998	154.998	7.96e-08
154.999	154.998	7.93999e-08
154.998	154.998	7.96e-08
154.999	154.999	7.96e-08
154.999	154.998	7.96e-08
154.999	154.998	7.96e-08
154.999	154.999	7.96e-08
154.998	154.999	7.96e-08
154.998	154.999	7.96e-08
154.998	154.999	7.96e-08
155	154.999	7.96e-08
155	154.998	7.96e-08
154.999	154.999	7.96e-08
155	155	7.98e-08
155	155.001	7.98e-08
154.999	154.997	7.98e-08
155	155	7.98e-08
155.001	155	7.98e-08
155.004	155.002	7.98e-08
155.001	155	7.98e-08
155.003	155.001	7.98e-08
155.001	154.998	7.98e-08
155.002	155.001	7.98e-08
155.005	154.999	7.99999e-08
155.005	155	7.99999e-08
155.005	155.001	7.99999e-08
155.006	155.002	7.99999e-08
155.006	155.002	7.99999e-08
155.007	155.002	7.99999e-08
155.007	155.001	7.99999e-08
155.006	155.003	7.99999e-08
155.007	155	7.99999e-08
155.007	155.002	7.99999e-08
155.005	155.003	7.99999e-08
155.007	155	7.99999e-08
155.006	155.002	7.99999e-08
155.006	155.001	7.99999e-08
155.004	155.002	7.99999e-08
155.004	155	7.99999e-08
155.004	155.002	7.99999e-08
155.004	155.003	7.99999e-08
155.005	155.002	7.99999e-08
155.002	155	7.99999e-08
155.004	155.001	7.99999e-08
155	155.001	7.99999e-08
155.001	155.001	7.99999e-08
155.002	155.001	7.99999e-08
154.999	155.001	7.99999e-08
154.999	155.001	7.99999e-08
155	155.002	7.99999e-08
154.998	155	7.99999e-08
154.997	155	7.99999e-08
154.997	155.001	7.99999e-08
154.997	155.001	7.99999e-08
154.998	155	7.99999e-08
154.997	155.001	7.99999e-08
154.997	154.999	7.99999e-08
154.996	155	7.99999e-08
154.996	155	7.99999e-08
154.996	155	7.99999e-08
154.995	155.001	7.99999e-08
154.994	155.001	7.99999e-08
154.994	155	7.99999e-08
154.994	155.001	7.99999e-08
154.995	155	7.99999e-08
154.992	155.001	7.99999e-08
154.994	155	7.99999e-08
154.996	155	7.99999e-08
154.995	155.002	7.99999e-08
154.996	155.003	7.99999e-08
154.997	155.001	7.99999e-08
154.996	155	7.99999e-08
154.997	155.001	7.98e-08
154.998	155	7.98e-08
154.996	155.001	7.98e-08
154.999	155.002	7.98e-08
155	154.999	7.98e-08
154.999	155.002	7.98e-08
155.002	155.001	7.98e-08
155.002	155	7.96e-08
155.003	155.002	7.96e-08
155.004	155.002	7.96e-08
155.002	155.002	7.96e-08
155.004	155.001	7.96e-08
155.006	155	7.96e-08
155.004	155.003	7.93999e-08
155.004	155.001	7.93999e-08
155.004	155.001	7.93999e-08
155.004	155.001	7.93999e-08
155.004	155.002	7.93999e-08
155.006	155.002	7.93999e-08
155.005	155	7.93999e-08
155.004	155.001	7.93999e-08
155.006	155	7.93999e-08
155.006	155.001	7.93999e-08
155.005	155.002	7.91999e-08
155.005	155.001	7.93999e-08
155.004	155	7.91999e-08
155.004	155.002	7.91999e-08
155.004	155	7.91999e-08
155.003	155.002	7.91999e-08
155.002	155.002	7.91999e-08
155.004	155.001	7.91999e-08
155.004	155.002	7.91999e-08
155.004	155.003	7.91999e-08
155.003	155.001	7.91999e-08
155.002	155.002	7.91999e-08
155.001	155.001	7.91999e-08
155.001	155.001	7.9e-08
155.001	155	7.91999e-08
155.003	155.001	7.9e-08
155.001	155.001	7.9e-08
155	155	7.9e-08
155.002	154.998	7.9e-08
154.999	155	7.9e-08
155.002	155	7.9e-08
155.001	155	7.9e-08
154.998	155	7.9e-08
154.998	155	7.9e-08
154.998	155	7.9e-08
154.998	155	7.9e-08
154.997	154.997	7.9e-08
154.997	154.998	7.9e-08
154.998	154.999	7.9e-08
154.996	154.998	7.9e-08
154.995	155	7.9e-08
154.994	154.997	7.9e-08
154.994	154.998	7.9e-08
154.996	154.999	7.9e-08
154.992	155	7.9e-08
154.994	154.999	7.9e-08
154.993	154.998	7.9e-08
154.994	154.999	7.9e-08
154.993	154.997	7.9e-08
154.992	154.999	7.9e-08
154.993	154.999	7.9e-08
154.994	154.998	7.91999e-08
154.992	154.999	7.91999e-08
154.993	154.999	7.91999e-08
154.994	155	7.91999e-08
154.993	154.999	7.91999e-08
154.993	154.999	7.91999e-08
154.994	154.998	7.91999e-08
154.994	155	7.91999e-08
154.993	154.998	7.91999e-08
154.995	155	7.91999e-08
154.994	155	7.91999e-08
154.996	155	7.91999e-08
154.997	155	7.91999e-08
154.996	154.999	7.91999e-08
154.996	155	7.91999e-08
154.996	154.999	7.91999e-08
154.997	155	7.91999e-08
154.999	154.999	7.91999e-08
154.998	155	7.91999e-08
154.999	155.001	7.93999e-08
155	155	7.93999e-08
155.001	154.998	7.93999e-08
155	155	7.93999e-08
155	155	7.93999e-08
155.002	155.001	7.93999e-08
155.001	155	7.93999e-08
155.002	155.001	7.93999e-08
155.001	154.998	7.93999e-08
155.002	155.001	7.93999e-08
155.002	155.001	7.93999e-08
155.003	155	7.93999e-08
155.002	155	7.93999e-08
155.004	155	7.93999e-08
155.002	155.001	7.93999e-08
155.004	155.001	7.93999e-08
155.004	155	7.93999e-08
155.002	155.002	7.91999e-08
155.001	155	7.91999e-08
155.001	155.001	7.91999e-08
155	155.001	7.91999e-08
155	155.001	7.91999e-08
155	155	7.91999e-08
155	155	7.91999e-08
154.999	155	7.9e-08
154.999	155.001	7.9e-08
154.999	155	7.9e-08
